animal_name,animal_gender,animal_birth_year,breed_rc,borough,zip_code,license_issued_date,license_expired_date,extract_year
Ski,F,2012,Pit Bull,Queens,11691,10/31/2014,10/31/2019,2018
Dakota,F,2011,Labrador (or Crossbreed),Staten Island,10307,11/2/2014,11/16/2018,2018
Carly,F,2008,Havanese,Manhattan,10003,11/2/2014,11/6/2019,2018
Charles,M,2014,Cavalier King Charles Spaniel,Manhattan,10012,11/3/2014,11/3/2019,2018
Synamin,F,2006,Pit Bull,Brooklyn,11221,11/3/2014,11/22/2019,2018
Mimi,F,2009,"Schnauzer, Miniature",Brooklyn,11201,11/4/2014,11/9/2019,2018
Silviodant,M,2006,Yorkshire Terrier,Brooklyn,11235,11/4/2014,11/29/2019,2018
Tobias,M,2003,Dachshund,Staten Island,10310,11/4/2014,11/4/2019,2018
Lego,M,2013,"Poodle, Toy",Queens,11368,11/4/2014,11/4/2019,2018
Nala,F,2012,Pit Bull,Queens,11358,11/5/2014,9/19/2019,2018
Blue,F,2012,Unknown,Queens,11375,11/5/2014,11/6/2019,2018
Anzu,M,2007,Unknown,Brooklyn,11215,11/5/2014,10/30/2019,2018
Max,M,2010,Rottweiler,Staten Island,10306,11/5/2014,11/3/2019,2018
Heimdallr,M,2012,German Shepherd Dog,Staten Island,10314,11/6/2014,9/27/2019,2018
Fievel,M,2011,Labrador (or Crossbreed),Manhattan,10003,11/6/2014,11/23/2019,2018
Molly,F,2014,Poodle,Manhattan,10009,11/6/2014,11/6/2019,2018
Lola,F,2011,Unknown,Manhattan,10011,11/7/2014,2/15/2019,2018
Morgan,F,2011,Chihuahua,Manhattan,10016,11/7/2014,11/7/2019,2018
Flounder,M,2010,Unknown,Manhattan,10011,11/7/2014,9/27/2019,2018
Milo,M,2007,Labrador (or Crossbreed),Bronx,10471,11/7/2014,11/7/2019,2018
Taz,M,2009,Labrador (or Crossbreed),Manhattan,10025,11/7/2014,11/7/2019,2018
Tucker,M,2011,Labrador (or Crossbreed),Manhattan,10025,11/7/2014,11/7/2019,2018
Poppy,F,2007,Dachshund,Manhattan,10022,11/8/2014,11/8/2019,2018
Hershey,M,2013,Cocker Spaniel,Manhattan,10011,11/8/2014,11/8/2019,2018
Gracie,F,2013,Field Spaniel,Bronx,10465,11/9/2014,11/9/2019,2018
Kira,F,2013,Maltese,Manhattan,10075,11/9/2014,12/6/2019,2018
Charlie,M,2014,Boxer,Manhattan,10022,11/10/2014,11/10/2019,2018
Baldwin,M,2013,German Shepherd Crossbreed,Brooklyn,11233,11/10/2014,8/5/2019,2018
Henry,M,2013,Labrador (or Crossbreed),Manhattan,10025,11/11/2014,11/11/2019,2018
Ringo,M,2011,Beagle,Queens,11103,11/11/2014,11/11/2019,2018
Samantha,F,2011,Yorkshire Terrier,Bronx,10473,11/12/2014,10/31/2019,2018
Luke,M,2011,"Poodle, Standard",Brooklyn,11234,11/12/2014,10/31/2019,2018
Cody,M,2011,Pit Bull,Staten Island,10307,11/12/2014,11/12/2019,2018
Isabelle,F,2013,Beagle,Queens,11104,11/12/2014,11/12/2019,2018
Lynus,M,2004,Boston Terrier,Brooklyn,11222,11/13/2014,5/27/2019,2018
Rosie,F,2010,Cotton De Tulear,Manhattan,10028,11/13/2014,2/14/2019,2018
Lola,F,2013,Pug,Brooklyn,11215,11/13/2014,11/6/2019,2018
Bentley,M,2014,"Poodle, Miniature",Queens,11360,11/13/2014,11/13/2019,2018
Max,M,2013,Pug,Brooklyn,11215,11/13/2014,11/6/2019,2018
Kona,F,2013,Labrador (or Crossbreed),Queens,11378,11/13/2014,11/13/2019,2018
Lola,F,2013,"Poodle, Standard",Manhattan,10128,11/14/2014,4/20/2019,2018
Otto,M,2007,Labrador (or Crossbreed),Manhattan,10022,11/14/2014,9/26/2019,2018
Sasha,F,2012,Australian Terrier,Manhattan,10024,11/14/2014,11/14/2019,2018
Zion,M,2014,Labrador (or Crossbreed),Manhattan,10022,11/14/2014,11/14/2019,2018
Lah-Lah,F,2010,Labrador (or Crossbreed),Manhattan,10034,11/15/2014,11/15/2019,2018
Kyuubi,M,2011,Siberian Husky,Manhattan,10013,11/15/2014,11/15/2019,2018
Lovita,F,2005,Maltese,Manhattan,10021,11/15/2014,7/30/2018,2018
Mr,M,2010,Pit Bull,Staten Island,10305,11/15/2014,11/15/2018,2018
Cotton,M,2013,Maltese,Queens,11355,11/15/2014,9/5/2019,2018
Snow,F,2014,Pit Bull,Staten Island,10305,11/15/2014,11/15/2019,2018
Francesca,F,2012,"Mastiff, Old English",Brooklyn,11219,11/15/2014,11/15/2019,2018
La-Ne-Na,F,2012,Chihuahua,Staten Island,10314,11/15/2014,11/15/2019,2018
Peppermint,F,2013,Shih Tzu,Manhattan,10011,11/15/2014,11/15/2019,2018
Scooby,M,2014,Pit Bull,Bronx,10459,11/17/2014,11/17/2018,2018
Dottie,F,2014,French Bulldog,Brooklyn,11221,11/17/2014,11/17/2019,2018
Blue,M,2013,Pit Bull,Bronx,10458,11/17/2014,11/17/2019,2018
Elvis,M,2011,Chihuahua,Manhattan,10036,11/17/2014,11/17/2019,2018
Heinrich,M,2012,Golden Retriever,Manhattan,10009,11/17/2014,11/3/2019,2018
Brooklyn,M,2008,German Shepherd Dog,Staten Island,10314,11/17/2014,11/3/2019,2018
Miles,M,2011,Unknown,Staten Island,10303,11/18/2014,11/17/2019,2018
Cornelius,M,2013,German Shepherd Dog,Queens,11372,11/18/2014,11/18/2019,2018
Aspen,F,2013,Miniature Schnauzer,Manhattan,10036,11/19/2014,11/19/2019,2018
Shadow,M,2014,Bulldog,Manhattan,10036,11/20/2014,11/20/2019,2018
Darcy,F,2007,Unknown,Brooklyn,11209,11/20/2014,11/24/2019,2018
Maximus,M,2010,"Bull Dog, French",Manhattan,10012,11/20/2014,10/22/2019,2018
Ernie,M,2008,Lhasa Apso,Brooklyn,11222,11/20/2014,11/17/2019,2018
Kaiser,M,2010,German Shepherd Dog,Queens,11358,11/21/2014,8/16/2019,2018
Anela,F,2006,Labrador (or Crossbreed),Manhattan,10011,11/21/2014,3/4/2019,2018
Rex,M,2008,Unknown,Manhattan,10025,11/22/2014,11/22/2019,2018
Sassy,F,2011,Miniature Pinscher,Manhattan,10029,11/22/2014,9/8/2019,2018
Kingsley,M,2012,Labrador (or Crossbreed),Brooklyn,11214,11/22/2014,11/22/2019,2018
Yoda,M,2011,Unknown,Brooklyn,11217,11/22/2014,11/22/2019,2018
Bubba,M,2013,"Bull Dog, English",Manhattan,10040,11/22/2014,11/22/2019,2018
Jojo,M,2006,Chihuahua,Manhattan,10002,11/22/2014,11/22/2019,2018
Murphy,M,2012,Poodle,Manhattan,10011,11/22/2014,11/22/2019,2018
Loki,M,2014,Nova Scotia Duck Tolling Retriever,Manhattan,10021,11/22/2014,11/22/2019,2018
Chelsea,F,2014,Shiba Inu,Bronx,10469,11/23/2014,11/23/2019,2018
Husos,M,2013,"Bull Dog, English",Brooklyn,11201,11/25/2014,11/25/2019,2018
Sofie,F,2012,Chihuahua,Manhattan,10065,11/26/2014,11/26/2019,2018
Daisy,F,2004,Pomeranian,Brooklyn,11222,11/26/2014,11/26/2019,2018
Stella,F,2014,Rottweiler,Staten Island,10302,11/27/2014,11/27/2019,2018
Shorty,M,2006,Maltese,Manhattan,10023,11/27/2014,11/27/2019,2018
Max,M,2004,Shiba Inu,Bronx,10469,11/28/2014,10/31/2019,2018
Sasha,F,2014,Labrador (or Crossbreed),Bronx,10469,11/28/2014,11/28/2019,2018
Gus,M,2010,Boston Terrier,Staten Island,10310,11/29/2014,11/29/2019,2018
Oscar,M,2013,Wheaton Terrier,Brooklyn,11238,11/30/2014,11/30/2019,2018
Rocky,M,2007,American Eskimo Dog,Manhattan,10003,11/30/2014,11/19/2019,2018
Pepper,M,2000,Dachshund Smooth Coat,Manhattan,10019,12/1/2014,11/27/2018,2018
Annie,F,2011,Beagle Crossbreed,Manhattan,10075,12/1/2014,12/8/2019,2018
Lucy,F,2004,Unknown,Manhattan,10040,12/1/2014,12/7/2019,2018
Stanley,M,2008,Golden Retriever,Manhattan,10022,12/2/2014,12/2/2018,2018
Ozzy,M,2008,Golden Retriever,Queens,11106,12/2/2014,12/12/2019,2018
Neko,F,2008,Unknown,Manhattan,10065,12/2/2014,3/23/2019,2018
Leo,M,2011,Rhodesian Ridgeback,Brooklyn,11231,12/3/2014,6/27/2019,2018
Charley,M,2011,Cocker Spaniel,Brooklyn,11207,12/3/2014,12/3/2018,2018
Luca,M,2009,Maltese,Manhattan,10028,12/3/2014,12/3/2019,2018
Blue,M,2013,Rottweiler,Manhattan,10002,12/3/2014,1/22/2019,2018
Blythe,F,2012,Schipperke,Queens,11106,12/3/2014,12/3/2019,2018
Bentley,M,2012,Pit Bull,Manhattan,10027,12/5/2014,11/24/2019,2018
Mia,F,2006,Unknown,Manhattan,10025,12/5/2014,12/13/2019,2018
Texaco,M,2013,Labrador (or Crossbreed),Brooklyn,11201,12/5/2014,12/5/2019,2018
Saiya,F,2008,Shih Tzu,Staten Island,10312,12/6/2014,12/17/2019,2018
Name Not Provided,M,2013,Pomeranian,Queens,11432,12/7/2014,11/19/2019,2018
Rex,M,2013,German Shepherd Dog,Brooklyn,11223,12/7/2014,12/7/2019,2018
Billy,M,2014,Australian Cattledog,Staten Island,10312,12/7/2014,12/7/2019,2018
Charlie,F,2012,Shih Tzu,Manhattan,10014,12/7/2014,11/10/2019,2018
Mahalo,F,2009,French Bulldog,Queens,11373,12/8/2014,12/8/2019,2018
Chocolate,F,2001,"Dachshund, Long Haired Miniature",Manhattan,10019,12/8/2014,12/8/2019,2018
Emelia,F,2013,Tibetan Spaniel,Brooklyn,11231,12/14/2014,12/14/2019,2018
Guinness,M,2014,Labrador (or Crossbreed),Brooklyn,11217,12/9/2014,12/9/2018,2018
Apache,M,2013,Unknown,Manhattan,10003,12/9/2014,12/12/2019,2018
Coco,M,2014,Cocker Spaniel,Queens,11377,12/9/2014,12/9/2018,2018
Hannah,F,2006,Unknown,Brooklyn,11209,12/9/2014,12/29/2019,2018
Yelda,F,2010,"Poodle, Miniature",Queens,11375,12/10/2014,12/29/2019,2018
Nola,F,2012,Unknown,Manhattan,10023,12/10/2014,12/3/2019,2018
Hendricks,M,2007,Shetland Sheepdog,Manhattan,10011,12/10/2014,12/10/2019,2018
Lucky,M,2008,Maltese,Brooklyn,11229,12/10/2014,12/7/2019,2018
Handsome,M,2012,"Bull Dog, English",Staten Island,10302,12/10/2014,12/7/2019,2018
Nevyn,M,2012,Wheaton Terrier,Staten Island,10301,12/10/2014,12/9/2019,2018
Baxter,M,2012,"Schnauzer, Miniature",Manhattan,10010,12/10/2014,12/27/2019,2018
Tucker,M,2010,West High White Terrier,Manhattan,10023,12/11/2014,12/19/2019,2018
Martha,F,2001,Unknown,Manhattan,10009,12/11/2014,12/11/2019,2018
Bruno,M,2011,"Poodle, Miniature",Bronx,10471,12/11/2014,12/11/2019,2018
Ranger,M,2011,Beagle Crossbreed,Manhattan,10016,12/11/2014,12/16/2019,2018
Digby,M,2002,Dachshund,Manhattan,10009,12/11/2014,12/11/2019,2018
Babette,F,2014,Labrador (or Crossbreed),Brooklyn,11215,12/12/2014,12/12/2019,2018
Max,M,2012,Norwich Terrier,Manhattan,10016,12/12/2014,1/23/2020,2018
Roxy,F,2007,Labradoodle,Manhattan,10010,12/12/2014,1/7/2020,2018
Bodhi,M,2009,Shiba Inu,Manhattan,10065,12/12/2014,1/21/2020,2018
Zimmy,M,2006,Havanese,Bronx,10463,12/12/2014,12/7/2019,2018
Mcduff,M,2014,West Highland White Terrier,Brooklyn,11233,12/12/2014,12/12/2019,2018
Rumi,M,2014,Labrador (or Crossbreed),Brooklyn,11222,12/12/2014,12/12/2019,2018
Jax,M,2013,Yorkshire Terrier,Queens,11375,12/12/2014,12/12/2019,2018
Ben,M,2011,Chihuahua,Brooklyn,11201,12/12/2014,12/12/2019,2018
Audrey,F,2012,Unknown,Manhattan,10025,12/12/2014,1/17/2020,2018
The,M,2013,Pekingese,Manhattan,10025,12/12/2014,12/12/2019,2018
Maxine,F,2012,Unknown,Brooklyn,11221,12/12/2014,12/19/2019,2018
Name Not Provided,F,2014,Labrador (or Crossbreed),Brooklyn,11222,12/12/2014,12/12/2019,2018
Kelly,F,2013,Maltese,Bronx,10452,12/12/2014,12/12/2019,2018
Molly,F,2010,Shih Tzu,Bronx,10457,12/12/2014,12/12/2019,2018
Wolfgang,M,2011,Shih Tzu,Staten Island,10310,12/12/2014,11/25/2019,2018
Elvis,M,2009,Beagle,Brooklyn,11209,12/12/2014,1/7/2020,2018
Omar,M,2012,Cavalier King Charles Spaniel,Brooklyn,11205,12/12/2014,12/12/2019,2018
Holly,F,2014,Golden Retriever,Brooklyn,11229,12/12/2014,12/12/2019,2018
Kato,M,2014,Boxer,Queens,11378,12/12/2014,12/12/2019,2018
Lola,F,2007,Golden Retriever,Brooklyn,11222,12/12/2014,12/12/2019,2018
Sydney,F,2014,Labrador (or Crossbreed),Brooklyn,11238,12/13/2014,12/13/2019,2018
Pupper,M,2011,Maltese,Manhattan,10027,12/13/2014,12/13/2019,2018
Angel,F,2008,Pit Bull,Brooklyn,11201,12/13/2014,12/13/2019,2018
Emma,F,2012,Jack Russell Terrier,Brooklyn,11209,12/13/2014,12/13/2019,2018
Gigi,F,2003,Dachshund Smooth Coat Miniature,Manhattan,10023,12/13/2014,6/13/2019,2018
Davos,M,2010,Poodle,Brooklyn,11209,12/13/2014,12/13/2019,2018
Kipper,M,2006,Chihuahua,Queens,11369,12/13/2014,12/13/2019,2018
Destiny,F,2014,Labrador (or Crossbreed),Staten Island,10301,12/13/2014,12/13/2019,2018
Chapman,M,2014,Australian Cattle Dog,Brooklyn,11207,12/13/2014,12/13/2019,2018
Sonny,M,2009,Shih Tzu,Brooklyn,11228,12/13/2014,12/13/2019,2018
Flower,F,2004,Pomeranian,Brooklyn,11234,12/13/2014,12/13/2019,2018
Emily,F,2014,German Shepherd Crossbreed,Brooklyn,11201,12/13/2014,12/13/2019,2018
Mischa,F,2013,Beagle,Brooklyn,11231,12/13/2014,12/13/2019,2018
Ollie,M,2013,Chinese Crested,Queens,11103,12/13/2014,12/13/2019,2018
Nini,F,2014,Labrador (or Crossbreed),Manhattan,10009,12/13/2014,12/13/2019,2018
Shuga,F,2011,Unknown,Brooklyn,11221,12/13/2014,2/27/2019,2018
Mattie,M,2014,Beagle,Brooklyn,11211,12/13/2014,12/13/2019,2018
Bao,M,2010,Dachshund,Brooklyn,11222,12/13/2014,12/13/2019,2018
Cosmo,M,2014,Bichon Frise,Brooklyn,11211,12/13/2014,12/13/2019,2018
Twyla,F,2007,Chinese Crested,Queens,11375,12/14/2014,1/30/2020,2018
Bandit,F,2011,Australian Cattledog,Manhattan,10026,12/14/2014,12/13/2019,2018
Jones,M,2011,Jack Russell Terrier,Manhattan,10040,12/14/2014,12/14/2019,2018
Shelby,F,2013,Rat Terrier,Manhattan,10036,12/14/2014,12/14/2019,2018
Charlie,F,2007,Unknown,Manhattan,10128,12/14/2014,1/28/2020,2018
Christopher,M,2006,Rat Terrier,Brooklyn,11222,12/14/2014,12/14/2019,2018
Norman,M,2012,Beagle,Manhattan,10007,12/14/2014,12/14/2019,2018
Koyuki,F,2014,Labrador (or Crossbreed),Brooklyn,11211,12/14/2014,12/14/2019,2018
Ollie,M,2013,Australian Shepherd,Brooklyn,11211,12/14/2014,12/14/2019,2018
Rex,M,2014,Havanese,Staten Island,10312,12/14/2014,12/14/2019,2018
Rupert,M,2013,Shih Tzu,Manhattan,10021,12/14/2014,12/14/2019,2018
Rowan,F,2012,Pit Bull,Brooklyn,11216,12/14/2014,12/14/2019,2018
Sasha,F,2014,Pit Bull,Bronx,10461,12/14/2014,12/14/2019,2018
Six,F,2009,"Schnauzer, Miniature",Brooklyn,11206,12/14/2014,12/30/2019,2018
Lazie,F,2014,Labrador (or Crossbreed),Brooklyn,11226,12/14/2014,12/14/2019,2018
Spike,M,2011,"Collie, Border",Manhattan,10009,12/14/2014,11/25/2019,2018
Beo,M,2014,Shetland Sheepdog,Manhattan,10010,12/14/2014,12/14/2019,2018
Beau,M,2011,Chihuahua,Brooklyn,11235,12/14/2014,12/14/2019,2018
Hans,M,2014,Golden Retriever,Brooklyn,11229,12/14/2014,12/14/2019,2018
Wendy,F,2014,Bassett Hound,Queens,11697,12/14/2014,12/14/2019,2018
Arlo,M,2013,Bassett Hound,Brooklyn,11211,12/14/2014,12/14/2019,2018
Lyla,F,2012,Vizsla,Brooklyn,11215,12/14/2014,12/26/2019,2018
Chuey,M,2012,Labradoodle,Manhattan,10026,12/14/2014,1/19/2020,2018
Sire,M,2005,Chihuahua,Manhattan,10028,12/14/2014,1/7/2018,2018
Milana,F,2005,Italian Greyhound,Manhattan,10065,12/15/2014,1/10/2020,2018
Ra,M,2014,Pit Bull,Queens,11385,12/15/2014,12/15/2019,2018
Buddy,M,2013,Italian Greyhound,Brooklyn,11201,12/15/2014,12/15/2019,2018
Tennessee,M,2008,Unknown,Manhattan,10009,12/15/2014,1/22/2020,2018
Molly,F,2005,Unknown,Manhattan,10024,12/15/2014,1/30/2018,2018
Maddie,F,2006,Cavalier King Charles Spaniel,Manhattan,10023,12/15/2014,1/27/2018,2018
Merry,F,2006,Labrador (or Crossbreed),Brooklyn,11209,12/16/2014,1/30/2018,2018
Roscoe,M,2005,Unknown,Manhattan,10024,12/16/2014,12/29/2019,2018
Mr.,M,2010,Maltese,Queens,11370,12/17/2014,12/17/2019,2018
Peluche,M,2008,"Poodle, Standard",Manhattan,10027,12/17/2014,12/30/2019,2018
Kima,F,2011,"Schnauzer, Standard",Brooklyn,11217,12/17/2014,12/17/2019,2018
Lily,F,2009,Cavalier King Charles Spaniel,Manhattan,10128,12/18/2014,11/19/2019,2018
Watts,M,2009,Havanese,Manhattan,10012,12/18/2014,12/1/2019,2018
Iguazu,M,2011,English Cocker Spaniel,Manhattan,10025,12/18/2014,1/21/2020,2018
Barrett,M,2012,Portuguese Water Dog,Brooklyn,11211,12/18/2014,1/17/2020,2018
Keke,F,2007,Unknown,Queens,11412,12/18/2014,11/30/2019,2018
Charlie,M,2014,Dachshund Smooth Coat Miniature,Manhattan,10002,12/18/2014,12/18/2019,2018
Jett,F,2011,Labrador (or Crossbreed),NA,11249,12/18/2014,12/29/2019,2018
Brees,M,2009,Pomeranian,NA,11249,12/19/2014,12/6/2019,2018
Xiao-Qi,M,2010,Siberian Husky,Queens,11355,12/19/2014,12/30/2019,2018
Lily,F,2009,Unknown,Manhattan,10035,12/19/2014,1/27/2020,2018
Evelyn,F,2011,Labrador (or Crossbreed),Manhattan,10009,12/19/2014,12/19/2019,2018
Cody,M,2014,Beagle,Queens,11373,12/20/2014,12/20/2019,2018
Sparky,M,2009,Cavalier King Charles Spaniel,Brooklyn,11214,12/20/2014,1/4/2020,2018
Tatum,F,2008,Pointer,Brooklyn,11205,12/20/2014,12/30/2019,2018
Hamilton,F,2010,"Bull Dog, French",Brooklyn,11205,12/20/2014,12/20/2019,2018
Maxwell,M,2014,Cockapoo,Manhattan,10012,12/21/2014,12/21/2019,2018
Miss.,F,2012,Yorkshire Terrier,Brooklyn,11213,12/21/2014,10/31/2019,2018
Connor,M,2004,Bichon Frise,Manhattan,10029,12/21/2014,1/15/2020,2018
Willy,M,2012,Pit Bull,Bronx,10455,12/21/2014,6/27/2019,2018
Bobby,M,2009,Pomeranian,Queens,11364,12/21/2014,12/21/2019,2018
Bella,F,2008,Belgian Malinois,Queens,11109,12/21/2014,2/23/2020,2018
Demi,F,2014,Yorkshire Terrier,Manhattan,10026,12/21/2014,12/21/2019,2018
Loki,M,2013,Siberian Husky,Manhattan,10280,12/21/2014,12/21/2019,2018
Peabody,M,2013,Pit Bull,Brooklyn,11201,12/22/2014,12/22/2019,2018
Gretzky,M,2011,Labrador (or Crossbreed),Queens,11378,12/22/2014,12/30/2019,2018
Taco,M,2012,Pointer,Brooklyn,11222,12/22/2014,1/23/2020,2018
Franky,M,2010,Beagle,Manhattan,10035,12/22/2014,12/4/2018,2018
Jay-Jay,M,2011,Unknown,Staten Island,10308,12/22/2014,12/12/2019,2018
Rey,M,2011,German Shepherd Crossbreed,Manhattan,10009,12/24/2014,12/24/2019,2018
Lucy,F,2008,Pit Bull,Manhattan,10011,12/27/2014,12/27/2018,2018
Maya,F,2007,Pug,Brooklyn,11206,12/28/2014,12/28/2019,2018
Charles,M,2014,Cavalier King Charles Spaniel,Staten Island,10305,12/29/2014,12/29/2019,2018
Loup,M,2013,German Shepherd Dog,Manhattan,10003,12/29/2014,12/29/2019,2018
Bella,F,2012,Staffordshire Bull Terrier,Bronx,10463,12/30/2014,12/30/2019,2018
Irving,M,2009,Poodle,Brooklyn,11217,12/30/2014,12/30/2019,2018
Fred,M,2014,Maltese,Queens,11358,12/30/2014,12/30/2019,2018
Ruby,F,2014,"Schnauzer, Standard",Brooklyn,11231,12/31/2014,12/31/2019,2018
Wilson,M,2011,Yorkshire Terrier,Manhattan,10025,1/2/2015,1/2/2020,2018
Telli,M,2011,"Pointer, German Wirehaired",Manhattan,10023,1/2/2015,1/2/2020,2018
Trixie,F,2006,Maltese,Bronx,10465,1/3/2015,1/3/2020,2018
Bella,F,2010,Rhodesian Ridgeback,Manhattan,10024,1/3/2015,1/3/2020,2018
Bumpy,F,2012,Maltese,Manhattan,10038,1/3/2015,1/3/2020,2018
Mika,F,2007,Pit Bull,Brooklyn,11201,1/3/2015,1/3/2020,2018
Django,M,2013,Rhodesian Ridgeback,Brooklyn,11201,1/3/2015,1/3/2020,2018
Lucy,F,2014,Poodle,Manhattan,10025,1/3/2015,1/3/2020,2018
Hope,F,2010,Shih Tzu,Queens,11417,1/4/2015,1/4/2020,2018
Natalie,F,2014,Toy Fox Terrier,Queens,11354,1/4/2015,1/4/2018,2018
Marlee,F,2013,Dalmatian,Queens,11375,1/4/2015,1/4/2020,2018
Paddy,M,2011,Lhasa Apso,Queens,11417,1/4/2015,1/4/2020,2018
Maxx,M,2004,Jack Russell Terrier,Brooklyn,11209,1/4/2015,1/4/2020,2018
Murfy,F,2014,Labradoodle,Brooklyn,11217,1/4/2015,1/4/2020,2018
Pj,M,2012,Chihuahua,Manhattan,10032,1/5/2015,1/5/2020,2018
Coco,F,2012,Shih Tzu,Manhattan,10011,1/5/2015,1/5/2020,2018
Lucy,F,2013,Yorkshire Terrier,Brooklyn,11206,1/5/2015,1/5/2020,2018
Maisy,F,2009,Labrador (or Crossbreed),Manhattan,10024,1/5/2015,1/5/2020,2018
Louisa,F,2006,Boston Terrier,Manhattan,10014,1/6/2015,1/6/2020,2018
Mugsy,M,2012,Poodle,Manhattan,10023,1/7/2015,1/7/2019,2018
Buster,M,2014,French Bulldog,Manhattan,10012,1/7/2015,1/7/2018,2018
Cody,F,2010,Golden Retriever,Manhattan,10128,1/8/2015,1/8/2020,2018
Lincoln,M,2012,German Shepherd Dog,Brooklyn,11233,1/8/2015,1/8/2020,2018
Dexter,M,2011,St. Bernard,Manhattan,10025,1/8/2015,1/8/2020,2018
Buster,M,2013,Maltese,Brooklyn,11218,1/8/2015,1/8/2020,2018
Marley,M,2009,Labrador (or Crossbreed),Queens,11693,1/8/2015,1/8/2020,2018
Mya,F,2012,Rottweiler,Brooklyn,11207,1/9/2015,1/9/2018,2018
Chaplin,M,2004,Shih Tzu,Brooklyn,11215,1/9/2015,1/9/2020,2018
Leo,M,2014,Havanese,Manhattan,10016,1/9/2015,1/9/2020,2018
Maisie,F,2012,Shih Tzu,Brooklyn,11215,1/9/2015,1/9/2020,2018
Lucy,F,2001,Australian Shepherd,Brooklyn,11234,1/10/2015,1/10/2020,2018
Teddy,M,2009,Labrador (or Crossbreed),Brooklyn,11234,1/10/2015,1/10/2020,2018
Marco,M,2006,Chihuahua,Queens,11434,1/11/2015,1/11/2020,2018
Bosco,M,2012,"Schnauzer, Standard",Brooklyn,11222,1/11/2015,1/11/2020,2018
Buck,M,2007,American Foxhound,Manhattan,10024,1/11/2015,1/11/2018,2018
Maximus,F,2012,"Dachshund, Long Haired Miniature",Manhattan,10021,1/11/2015,1/11/2020,2018
Gizmo,M,2013,Shih Tzu,Brooklyn,11220,1/11/2015,1/11/2020,2018
Maisy,F,2005,"Poodle, Miniature",Manhattan,10024,1/12/2015,1/12/2020,2018
Chester,M,2014,Pug,Brooklyn,11215,1/12/2015,1/12/2020,2018
Yellow,M,2013,Labrador (or Crossbreed),Manhattan,10016,1/12/2015,1/12/2020,2018
Bugsy,M,2012,Rottweiler,NA,11249,1/13/2015,1/13/2020,2018
Harley,F,2012,Unknown,Staten Island,10306,1/13/2015,1/13/2018,2018
C.j.,M,2012,Parson Russell Terrier,Bronx,10462,1/14/2015,1/14/2020,2018
Sancho,M,2011,Beagle,Manhattan,10012,1/14/2015,1/14/2018,2018
Kasper,F,2013,Irish Terrier,Manhattan,10024,1/14/2015,1/14/2020,2018
Snowee,M,2006,Bichon Frise,Bronx,10459,1/14/2015,1/14/2018,2018
Shoelace,F,2010,Beagle Crossbreed,Brooklyn,11238,1/15/2015,1/15/2019,2018
Chimi,M,2013,Chihuahua,Queens,11377,1/16/2015,1/16/2018,2018
Rosy,F,2012,Maltese,Manhattan,10003,1/16/2015,1/16/2018,2018
Pico,M,2014,Dachshund Smooth Coat,Queens,11101,1/17/2015,1/17/2020,2018
Zuzu,F,2013,Border Collie,Brooklyn,11201,1/17/2015,1/17/2020,2018
Zachary,M,2014,Yorkshire Terrier,Brooklyn,11205,1/17/2015,1/17/2020,2018
Norman,M,2007,Irish Wolfhound,Manhattan,10009,1/17/2015,1/17/2018,2018
Toby,M,2014,Bichon Frise,Manhattan,10018,1/19/2015,1/19/2020,2018
Lily,F,2004,Boston Terrier,Manhattan,10011,1/19/2015,1/19/2019,2018
Lulu,F,2011,German Shepherd Crossbreed,Queens,11372,1/19/2015,1/19/2020,2018
Chica,F,2005,Miniature Pinscher,Manhattan,10013,1/20/2015,1/20/2018,2018
Cayman,F,2013,American Staffordshire Terrier,Manhattan,10005,1/20/2015,1/20/2018,2018
Ellie,F,2009,American Eskimo Dog,Manhattan,10011,1/20/2015,1/20/2019,2018
Aria,F,2014,Havanese,Manhattan,10024,1/20/2015,1/20/2020,2018
Lennon,F,2013,Poodle,Bronx,10465,1/22/2015,1/22/2018,2018
Wiley,M,2013,"Schnauzer, Miniature",Manhattan,10028,1/22/2015,1/22/2020,2018
Wilbur,M,2009,"Bull Dog, French",Manhattan,10282,1/22/2015,2/22/2018,2018
Dogo,F,2008,Labrador (or Crossbreed),Queens,11375,1/22/2015,1/22/2018,2018
Betty,F,2012,Bulldog,Manhattan,10013,1/22/2015,1/22/2019,2018
Boomer,M,2012,Australian Cattledog,Staten Island,10314,1/23/2015,2/24/2019,2018
Micha,F,2012,Pomeranian,Brooklyn,11235,1/23/2015,1/23/2020,2018
Bandit,M,2007,Yorkshire Terrier,Brooklyn,11228,1/23/2015,1/23/2020,2018
Tutti,F,2002,Pug,Manhattan,10019,1/23/2015,1/6/2020,2018
Weezy,F,2007,Pug,Manhattan,10019,1/23/2015,1/6/2020,2018
Stella,F,2013,Pit Bull,Brooklyn,11208,1/24/2015,1/24/2020,2018
Pooka,F,2011,Beagle Crossbreed,Manhattan,10034,1/24/2015,1/24/2018,2018
Amaya,F,2013,German Shepherd Dog,Bronx,10463,1/24/2015,2/6/2018,2018
Binx,M,2010,Unknown,Queens,11691,1/24/2015,2/1/2018,2018
Penelope,F,2013,Labradoodle,Manhattan,10021,1/25/2015,2/16/2020,2018
Sasha,F,2009,Bull Terrier,Bronx,10451,1/25/2015,1/9/2020,2018
Brit,F,2013,Doberman Pinscher,Manhattan,10013,1/25/2015,1/25/2020,2018
