animal_name,animal_gender,animal_birth_year,breed_rc,borough,zip_code,license_issued_date,license_expired_date,extract_year
Lucas,M,2011,Unknown,Manhattan,10013,12/26/2014,1/17/2016,2016
Max,M,2011,Boston Terrier,Queens,11373,12/27/2014,1/7/2016,2016
Bruiser,M,2011,Puggle,Manhattan,10018,12/27/2014,1/8/2016,2016
Avery,M,2000,Papillon,Manhattan,10011,12/27/2014,1/24/2016,2016
Lucy,F,2008,Pit Bull,Manhattan,10011,12/27/2014,12/27/2018,2016
Tela,F,2012,Australian Shepherd,Brooklyn,11235,12/27/2014,1/27/2016,2016
Chewie,M,2009,Shih Tzu,Staten Island,10302,12/27/2014,1/23/2016,2016
Maya,F,2007,Pug,Brooklyn,11206,12/28/2014,12/28/2019,2016
Opie,M,2013,Dachshund,Brooklyn,11211,12/28/2014,12/28/2017,2016
Bo,M,2013,Unknown,Queens,11375,12/28/2014,1/2/2016,2016
Lucy,F,2010,Yorkshire Terrier,Manhattan,10009,12/29/2014,1/14/2016,2016
Cobi,M,2013,Yorkshire Terrier,Manhattan,10009,12/29/2014,1/14/2016,2016
Carley,F,2004,Golden Retriever,Brooklyn,11209,12/29/2014,1/25/2016,2016
Liberty,F,2010,Labrador (or Crossbreed),Bronx,10473,12/29/2014,1/17/2016,2016
Kira,F,2001,Shetland Sheepdog,Staten Island,10308,12/29/2014,1/30/2016,2016
Sandee,F,2009,Shih Tzu,Queens,11357,12/29/2014,1/27/2016,2016
Chip,M,2007,Labrador (or Crossbreed),Staten Island,10305,12/29/2014,1/30/2016,2016
Nicki,F,2003,Chihuahua,Queens,11105,12/29/2014,1/30/2016,2016
Enola,F,2005,Unknown,Staten Island,10312,12/29/2014,1/30/2016,2016
Belmont,M,2001,German Shepherd Crossbreed,Brooklyn,11222,12/29/2014,1/30/2016,2016
Sophie,F,2009,Unknown,Brooklyn,11211,12/29/2014,2/17/2016,2016
Snow,M,2008,Bichon Frise,Bronx,10457,12/29/2014,2/22/2016,2016
Sammy,F,2007,Chihuahua,Queens,11369,12/29/2014,1/1/2016,2016
Gingerbread,M,2003,Cocker Spaniel,Brooklyn,11209,12/29/2014,2/16/2016,2016
Lucy,F,2008,Unknown,Manhattan,10019,12/29/2014,2/18/2016,2016
Tommy,M,2000,"Poodle, Standard",Staten Island,10307,12/29/2014,1/30/2016,2016
Forrest,M,2006,Unknown,Brooklyn,11205,12/29/2014,1/29/2016,2016
Jinsoon,F,2004,"Jindo Dog, Korea",Queens,11368,12/29/2014,1/3/2016,2016
Yoyo,M,2006,Yorkshire Terrier,Manhattan,10009,12/29/2014,1/13/2016,2016
King,M,2010,Unknown,Manhattan,10003,12/29/2014,1/23/2016,2016
Luna,F,2003,Chihuahua,Brooklyn,11224,12/29/2014,1/30/2016,2016
Jake,M,2003,Labrador (or Crossbreed),Manhattan,10065,12/29/2014,1/30/2016,2016
Sox,M,2006,"Welsh Corgi, Pembroke",Brooklyn,11223,12/29/2014,1/30/2016,2016
Zoey,F,2007,Unknown,Staten Island,10314,12/29/2014,1/21/2016,2016
Daisy,F,2000,Jack Russell Terrier,Brooklyn,11231,12/29/2014,1/30/2016,2016
Amanda,F,2001,West High White Terrier,Manhattan,10128,12/29/2014,1/30/2016,2016
Runty,M,2002,Unknown,Brooklyn,11231,12/29/2014,1/12/2016,2016
Gretzky,M,2010,Labrador (or Crossbreed),Manhattan,10023,12/29/2014,1/28/2016,2016
Cupcake,M,2010,Cotton De Tulear,Manhattan,10128,12/29/2014,2/27/2016,2016
Jasper,M,1998,Unknown,Manhattan,10011,12/29/2014,1/21/2016,2016
Archi,M,2013,Maltese,Bronx,10472,12/29/2014,1/23/2016,2016
Name Not Provided,F,2012,Pomeranian,Brooklyn,11214,12/29/2014,1/24/2016,2016
Benjamin,M,2012,Unknown,Manhattan,10025,12/29/2014,1/28/2016,2016
Leia,F,2006,Golden Retriever,Brooklyn,11209,12/29/2014,1/25/2016,2016
Name Not Provided,M,2013,Yorkshire Terrier,Queens,11105,12/29/2014,1/21/2016,2016
Toby,M,2006,Unknown,Brooklyn,11226,12/29/2014,1/19/2016,2016
Maggie,F,2008,"Bull Dog, French",Manhattan,10075,12/29/2014,2/17/2016,2016
Jak,M,2006,"Welsh Corgi, Pembroke",Brooklyn,11223,12/29/2014,1/30/2016,2016
Buddy,M,2004,Jack Russell Terrier,Staten Island,10312,12/29/2014,1/13/2016,2016
Faye,F,2007,German Shepherd Crossbreed,Staten Island,10304,12/29/2014,2/16/2016,2016
Madison,F,2008,Puggle,Staten Island,10312,12/29/2014,1/7/2016,2016
Gracie,F,2007,Shih Tzu,Manhattan,10025,12/29/2014,1/29/2016,2016
Lola,F,2008,Unknown,Manhattan,10012,12/29/2014,2/22/2016,2016
Andrew,M,2012,Beagle,Brooklyn,11220,12/29/2014,1/24/2016,2016
Puma,F,2009,Pit Bull,Brooklyn,11235,12/29/2014,1/13/2016,2016
Rusty,M,2012,"Collie, Border",Manhattan,10025,12/29/2014,1/29/2016,2016
Charles,M,2014,Cavalier King Charles Spaniel,Staten Island,10305,12/29/2014,12/29/2019,2016
Dorothy,F,2010,Unknown,Manhattan,10034,12/29/2014,1/28/2016,2016
Maxwell,M,2008,Unknown,Brooklyn,11205,12/29/2014,1/13/2016,2016
Penny,F,2009,Unknown,Queens,11370,12/29/2014,1/8/2016,2016
Phil,M,2006,Wire Fox Terrier,Brooklyn,11209,12/29/2014,1/21/2016,2016
Name Not Provided,F,2013,Unknown,Manhattan,10128,12/29/2014,1/16/2016,2016
Loup,M,2013,German Shepherd Dog,Manhattan,10003,12/29/2014,12/29/2019,2016
Sonoma,F,2005,"Mastiff, French (Dogue De Bordeaux)",Manhattan,10128,12/29/2014,2/17/2016,2016
Willow,F,2003,Unknown,Manhattan,10024,12/29/2014,1/30/2016,2016
Buddy,M,2001,Labrador (or Crossbreed),Brooklyn,11204,12/29/2014,1/30/2016,2016
Miss,F,2002,Yorkshire Terrier,Bronx,10461,12/29/2014,2/27/2016,2016
Kimba,F,2004,Unknown,Staten Island,10301,12/29/2014,1/30/2016,2016
Bentley,M,2007,Puggle,Staten Island,10309,12/29/2014,1/10/2016,2016
Ruby,F,2007,Beagle,Manhattan,10017,12/29/2014,2/22/2016,2016
Sam,M,2008,Labradoodle,Manhattan,10128,12/30/2014,1/7/2016,2016
Newton,M,2013,Unknown,Brooklyn,11231,12/30/2014,1/29/2016,2016
Zach,M,2002,Unknown,Manhattan,10023,12/30/2014,1/30/2016,2016
Eugene,M,2009,Jack Russell Terrier,Manhattan,10023,12/30/2014,12/30/2016,2016
Odie,M,2014,Cocker Spaniel,Manhattan,10023,12/30/2014,12/30/2017,2016
Irving,M,2009,Poodle,Brooklyn,11217,12/30/2014,12/30/2019,2016
Tallulah,F,2008,Shih Tzu,Manhattan,10034,12/30/2014,1/2/2016,2016
Molly-Muffin,F,2004,Unknown,Brooklyn,11218,12/30/2014,1/4/2016,2016
Fred,M,2014,Maltese,Queens,11358,12/30/2014,12/30/2019,2016
Mona,F,2008,Dachshund Smooth Coat Miniature,Manhattan,10024,12/30/2014,3/15/2016,2016
Walter-Melon,M,2008,Boston Terrier,Brooklyn,11218,12/30/2014,1/4/2016,2016
Wally,M,2009,"Poodle, Standard",Manhattan,10023,12/30/2014,1/15/2016,2016
Bella,F,2012,Staffordshire Bull Terrier,Bronx,10463,12/30/2014,12/30/2019,2016
Marley,M,2013,Labrador (or Crossbreed),Brooklyn,11215,12/31/2014,12/31/2016,2016
Junior,F,2004,"Dachshund, Long Haired",Manhattan,10011,12/31/2014,1/14/2016,2016
Pluto,M,2011,Unknown,Manhattan,10025,12/31/2014,3/28/2016,2016
Shirley,F,2013,Unknown,Manhattan,10011,12/31/2014,1/27/2016,2016
Boogie,F,2010,Puggle,Brooklyn,11218,12/31/2014,1/28/2016,2016
Flaffy,M,2001,Shih Tzu,Brooklyn,11229,12/31/2014,2/28/2016,2016
Winston,M,2005,"Bull Dog, English",Manhattan,10022,12/31/2014,2/28/2016,2016
Lexi,F,2004,Pug,Queens,11385,12/31/2014,2/28/2016,2016
Deja,F,2010,Unknown,Manhattan,10016,12/31/2014,1/24/2016,2016
Milo,M,2011,Shih Tzu,Staten Island,10314,12/31/2014,2/28/2016,2016
Buck,M,2000,Unknown,Queens,11432,12/31/2014,1/30/2016,2016
Honey,F,2002,Unknown,Brooklyn,11214,12/31/2014,1/30/2016,2016
Wrangler,M,2003,Labrador (or Crossbreed),Staten Island,10310,12/31/2014,1/30/2016,2016
Alexandra,F,1999,Maltese,Manhattan,10024,12/31/2014,2/28/2016,2016
Charlie,M,2004,Yorkshire Terrier,Brooklyn,11235,12/31/2014,2/28/2016,2016
Sasha,F,2006,Shih Tzu,Manhattan,10065,12/31/2014,1/30/2016,2016
Jicky,F,2001,Jack Russell Terrier,Staten Island,10310,12/31/2014,2/28/2016,2016
Rita,F,1997,Basenji,Manhattan,10011,12/31/2014,2/28/2016,2016
Snowball,M,2007,Maltese,Queens,11365,12/31/2014,1/24/2016,2016
Diamond,F,2001,Unknown,Brooklyn,11208,12/31/2014,1/30/2016,2016
Lexi,F,2009,Australian Shepherd,Manhattan,10025,12/31/2014,12/31/2016,2016
Gage,M,2013,Rat Terrier,Manhattan,10009,12/31/2014,12/31/2017,2016
Kiwi,F,2014,Poodle,Manhattan,10025,12/31/2014,12/31/2017,2016
Sophie,F,2007,Chihuahua,Manhattan,10002,12/31/2014,12/31/2016,2016
Oscar,M,2012,German Shepherd Crossbreed,Brooklyn,11232,12/31/2014,1/27/2016,2016
Nicky,M,2008,Bichon Frise,Brooklyn,11217,12/31/2014,1/10/2016,2016
Chloe,F,2000,West High White Terrier,Manhattan,10021,12/31/2014,1/29/2016,2016
Melody,F,2000,Labrador (or Crossbreed),Brooklyn,11234,12/31/2014,2/28/2016,2016
Mikey,M,2002,Bichon Frise,Brooklyn,11234,12/31/2014,1/30/2016,2016
Rusty,M,2000,Beagle Crossbreed,Queens,11378,12/31/2014,1/30/2016,2016
Jack,M,2004,Bichon Frise,Manhattan,10021,12/31/2014,2/28/2016,2016
Harley,M,2000,Jack Russell Terrier,Staten Island,10310,12/31/2014,1/30/2016,2016
Murphy,M,2005,Wheaton Terrier,Staten Island,10314,12/31/2014,2/28/2016,2016
Mickey,M,2005,Labrador (or Crossbreed),Brooklyn,11207,12/31/2014,1/29/2016,2016
Rocky,M,2010,"Schnauzer, Giant",Queens,11361,12/31/2014,1/30/2016,2016
Rufio,M,2009,Golden Retriever,Brooklyn,11215,12/31/2014,2/4/2016,2016
Kelsey,M,2004,"Poodle, Standard",Staten Island,10306,12/31/2014,2/28/2016,2016
Larry,M,2008,Shiba Inu,Staten Island,10314,12/31/2014,1/13/2016,2016
Nemo,M,2011,Unknown,Manhattan,10023,12/31/2014,1/7/2016,2016
Schatzi,F,2000,"Schnauzer, Miniature",Manhattan,10024,12/31/2014,1/9/2016,2016
Prue,F,2013,Unknown,Brooklyn,11217,12/31/2014,1/29/2016,2016
Buddy,M,2001,Unknown,Manhattan,10003,12/31/2014,1/10/2016,2016
Mocha,F,1997,Unknown,Queens,11354,12/31/2014,2/28/2016,2016
Homytu,M,2004,"Schnauzer, Miniature",Manhattan,10023,12/31/2014,2/28/2016,2016
Max,M,2001,Wheaton Terrier,Manhattan,10028,12/31/2014,1/30/2016,2016
Saba,F,2001,Unknown,Staten Island,10305,12/31/2014,2/28/2016,2016
Spunky,M,2002,Cocker Spaniel,Staten Island,10314,12/31/2014,2/28/2016,2016
Teddy,M,2004,West High White Terrier,Queens,11354,12/31/2014,2/28/2016,2016
Baby,F,2008,Shih Tzu,Queens,11426,12/31/2014,1/29/2016,2016
Tinkerbell,F,2000,Maltese,Queens,11379,12/31/2014,2/28/2016,2016
Moose,M,2003,Unknown,Queens,11358,12/31/2014,1/30/2016,2016
Ozzy,M,2009,Labrador (or Crossbreed),Manhattan,10016,12/31/2014,1/7/2016,2016
Jazzy,F,2009,Pomeranian,Staten Island,10314,12/31/2014,3/7/2016,2016
Captain,M,2011,"Bull Dog, French",NA,11249,12/31/2014,1/14/2016,2016
Gizmo,M,1998,Shih Tzu,Staten Island,10306,12/31/2014,1/23/2016,2016
Scooterboy,M,2006,Pomeranian,Staten Island,10314,12/31/2014,1/30/2016,2016
Sparky,M,2000,Labrador (or Crossbreed),Staten Island,10314,12/31/2014,2/28/2016,2016
Lulu,F,2000,"Poodle, Standard",Manhattan,10028,12/31/2014,2/28/2016,2016
Lady,F,1996,Unknown,Manhattan,10014,12/31/2014,2/28/2016,2016
Georgia,F,2009,Pit Bull,Brooklyn,11228,12/31/2014,1/3/2016,2016
Mini,F,2006,Unknown,Queens,11364,12/31/2014,2/28/2016,2016
Bobby,M,2002,Shih Tzu,Queens,11375,12/31/2014,2/28/2016,2016
Sprewell,F,2000,Unknown,Manhattan,10029,12/31/2014,2/28/2016,2016
Honey,F,2007,German Shepherd Crossbreed,Staten Island,10309,12/31/2014,1/14/2016,2016
Max,M,2013,Unknown,Manhattan,10027,12/31/2014,1/3/2016,2016
Lucy,F,2012,Shih Tzu,Manhattan,10065,12/31/2014,1/24/2016,2016
Earvina,F,2012,Unknown,Manhattan,10031,12/31/2014,1/10/2016,2016
Atticus,M,2011,Unknown,Queens,11102,12/31/2014,12/28/2016,2016
Ruby,F,2014,"Schnauzer, Standard",Brooklyn,11231,12/31/2014,12/31/2019,2016
Ava,F,2005,"Poodle, Toy",Bronx,10465,1/1/2015,1/1/2016,2016
Unknown,F,2013,Jack Russell Terrier,Brooklyn,11231,1/1/2015,1/1/2016,2016
Oz,M,2006,Havanese,Manhattan,10025,1/1/2015,1/3/2016,2016
Yo-Yo,F,2004,Pit Bull,Bronx,10467,1/1/2015,1/1/2016,2016
Unknown,F,2014,Pit Bull,Brooklyn,11217,1/1/2015,1/1/2016,2016
Reesy,F,2014,Maltese,Bronx,10467,1/1/2015,1/1/2016,2016
Katy,F,2010,German Shepherd Dog,Brooklyn,11231,1/1/2015,1/6/2016,2016
Pax,M,2012,Unknown,Brooklyn,11217,1/1/2015,1/15/2016,2016
Maximus,M,2011,Rottweiler,Queens,11412,1/1/2015,1/1/2016,2016
Nena,F,2012,Chihuahua,Staten Island,10309,1/1/2015,1/1/2016,2016
Sasha,F,2014,Border Collie,Queens,11365,1/1/2015,1/1/2016,2016
Frankie,F,2014,Bernese Mountain Dog,Manhattan,10024,1/1/2015,1/1/2016,2016
Chase,M,2014,Rat Terrier,Manhattan,10044,1/1/2015,1/1/2016,2016
Jayla,F,2014,Pit Bull,Brooklyn,11218,1/1/2015,1/1/2016,2016
Xena,F,2013,Labrador (or Crossbreed),Queens,11372,1/1/2015,1/1/2016,2016
Name Not Provided,F,2014,Shih Tzu,Queens,11421,1/1/2015,1/1/2016,2016
Harley,F,2010,"Schnauzer, Miniature",Brooklyn,11226,1/1/2015,1/27/2016,2016
Rocco,M,2003,Shih Tzu,Brooklyn,11228,1/1/2015,1/30/2016,2016
Yoshi,M,2014,Beagle Crossbreed,Staten Island,10309,1/1/2015,1/1/2016,2016
Baguette,M,2010,"Poodle, Toy",Bronx,10467,1/1/2015,1/1/2016,2016
Gracie,F,2014,Maltese,Manhattan,10003,1/1/2015,1/1/2016,2016
Charlotte,F,2013,"Mastiff, Old English",Bronx,10465,1/1/2015,1/1/2016,2016
Hayley,F,2014,Chihuahua,Bronx,10467,1/1/2015,1/1/2016,2016
Zoe,F,2001,Unknown,Manhattan,10028,1/1/2015,1/30/2016,2016
Jake,M,2013,Cocker Spaniel,Manhattan,10029,1/1/2015,1/1/2016,2016
Pollie,F,2012,Pit Bull,Queens,11102,1/1/2015,1/1/2016,2016
Brock,M,2014,Labrador (or Crossbreed),Brooklyn,11231,1/2/2015,1/2/2016,2016
Unknown,F,2014,Unknown,Brooklyn,11209,1/2/2015,1/2/2016,2016
Raja,M,2004,Basset Hound,Manhattan,10019,1/2/2015,1/2/2016,2016
Name Not Provided,M,2014,Beagle,Brooklyn,11211,1/2/2015,1/2/2016,2016
Name Not Provided,M,2014,Maltese,Queens,11109,1/2/2015,1/2/2016,2016
Unknown,F,2014,Pit Bull,Brooklyn,11209,1/2/2015,1/2/2016,2016
Carmen,F,2012,"Poodle, Toy",Queens,11373,1/2/2015,1/2/2016,2016
Telli,M,2011,"Pointer, German Wirehaired",Manhattan,10023,1/2/2015,1/2/2020,2016
Name Not Provided,M,2014,"Bull Dog, French",Manhattan,10009,1/2/2015,1/2/2016,2016
Clover,F,2005,Boston Terrier,Manhattan,10019,1/2/2015,1/2/2016,2016
Unknown,M,2014,Shih Tzu,Manhattan,10009,1/2/2015,1/2/2016,2016
Molly,F,2014,Yorkshire Terrier,Queens,11373,1/2/2015,1/2/2016,2016
Larry,M,2010,Chihuahua,Queens,11370,1/2/2015,1/27/2016,2016
Winnie,F,2011,"Poodle, Toy",Manhattan,10003,1/2/2015,1/13/2016,2016
Futuro,M,2005,Labrador (or Crossbreed),Manhattan,10024,1/2/2015,1/30/2016,2016
Willow,F,2008,Unknown,Brooklyn,11217,1/2/2015,1/15/2016,2016
Rex,M,2008,Yorkshire Terrier,Staten Island,10308,1/2/2015,1/29/2016,2016
Dayzee,F,2008,Unknown,Manhattan,10002,1/2/2015,1/27/2016,2016
Gala,F,2009,Labrador (or Crossbreed),Manhattan,10024,1/2/2015,1/4/2016,2016
Unknown,F,2014,Unknown,Brooklyn,11209,1/2/2015,1/2/2016,2016
Unknown,M,2014,Poodle,Brooklyn,11219,1/2/2015,1/2/2016,2016
Tommy,M,2014,Chihuahua,Queens,11378,1/2/2015,1/2/2016,2016
Benny,M,2014,Beagle,Bronx,10456,1/2/2015,1/2/2016,2016
Jasper,M,2014,American Staffordshire Terrier,Manhattan,10024,1/2/2015,1/2/2016,2016
Chibi,M,2009,Eurasier,Queens,11105,1/2/2015,1/2/2016,2016
Snowball,M,2012,Bichon Frise,Queens,11358,1/2/2015,1/2/2016,2016
Percy,M,2011,Unknown,Manhattan,10016,1/2/2015,1/14/2016,2016
Shadow,M,2006,Golden Retriever,Staten Island,10305,1/2/2015,1/16/2016,2016
Blizzard,M,2004,West Highland White Terrier,Manhattan,10025,1/2/2015,1/2/2016,2016
Buster,M,2009,Cavalier King Charles Spaniel,Manhattan,10023,1/2/2015,1/2/2017,2016
Nikki,F,2014,Shiba Inu,Queens,11377,1/2/2015,1/2/2016,2016
Coca,F,2001,Pit Bull,Bronx,10463,1/2/2015,1/2/2016,2016
Dorothy,F,2014,Pit Bull,Brooklyn,11233,1/2/2015,1/2/2016,2016
Unknown,F,2014,Unknown,Brooklyn,11234,1/2/2015,1/2/2016,2016
Dauphine,F,2014,Chihuahua,Brooklyn,11209,1/2/2015,1/2/2016,2016
Godie,F,2012,Pit Bull,Bronx,10472,1/2/2015,1/2/2016,2016
Betsy,F,2011,Boston Terrier,Brooklyn,11201,1/2/2015,1/23/2016,2016
Luck-Luck,F,1998,Jack Russell Terrier,Brooklyn,11235,1/2/2015,1/30/2016,2016
Sophie,F,2000,Unknown,Queens,11385,1/2/2015,1/30/2016,2016
Benjie,M,2003,Chihuahua,Brooklyn,11212,1/2/2015,1/30/2016,2016
Squirrel,F,2003,Unknown,Manhattan,10032,1/2/2015,1/30/2016,2016
Winnie,F,2008,Lhasa Apso,Manhattan,10075,1/2/2015,1/7/2016,2016
Felix,M,2004,Miniature Pinscher,Manhattan,10010,1/2/2015,1/7/2016,2016
Havoc,M,2008,Doberman Pinscher,Brooklyn,11229,1/2/2015,1/10/2016,2016
Scooby,M,2010,"Poodle, Toy",Bronx,10462,1/2/2015,1/19/2016,2016
Unknown,F,2014,Unknown,Brooklyn,11209,1/2/2015,1/2/2016,2016
Unknown,F,2014,"Bull Dog, English",Brooklyn,11214,1/2/2015,1/2/2016,2016
Sophie,F,2014,Unknown,Brooklyn,11223,1/2/2015,1/2/2016,2016
Gabbana,M,2012,Cavalier King Charles Spaniel,Staten Island,10312,1/2/2015,1/2/2016,2016
Cookie,F,2011,Border Collie,Brooklyn,11229,1/2/2015,1/2/2016,2016
Opal,M,2013,Pit Bull,Manhattan,10026,1/2/2015,1/2/2016,2016
Max,M,2014,Miniature Pinscher,Manhattan,10003,1/2/2015,1/2/2016,2016
Rosie,F,2014,Shih Tzu,Bronx,10452,1/2/2015,1/2/2016,2016
Maggie,F,2010,Maltese,Brooklyn,11229,1/2/2015,1/23/2016,2016
Unknown,M,2014,Dachshund,Manhattan,10034,1/2/2015,1/2/2016,2016
Melo,M,2012,French Bulldog,Brooklyn,11220,1/2/2015,1/2/2016,2016
Unknown,F,2014,Shiba Inu,Brooklyn,11219,1/2/2015,1/2/2016,2016
Name Not Provided,M,2014,Bichon Frise,Queens,11373,1/2/2015,1/2/2016,2016
Emmylou,F,2013,Cane Corso,Manhattan,10040,1/2/2015,1/2/2016,2016
Porkchop,M,2009,Pit Bull,Brooklyn,11213,1/2/2015,1/2/2016,2016
Jynx,M,2012,Dachshund Smooth Coat,Queens,11377,1/2/2015,1/2/2016,2016
Emmie,F,2008,Maltese,Queens,11377,1/2/2015,1/2/2016,2016
Nubian,F,2014,Labrador (or Crossbreed),Queens,11369,1/2/2015,1/2/2016,2016
Luna,F,2013,Beagle,Staten Island,10314,1/2/2015,1/2/2016,2016
Macanudo,M,2012,Labrador (or Crossbreed),Brooklyn,11209,1/2/2015,1/2/2016,2016
Gracie,F,2007,Beagle,Manhattan,10031,1/2/2015,1/4/2016,2016
Bobby,M,2010,Chihuahua,Brooklyn,11220,1/2/2015,1/11/2016,2016
Frisco,M,2008,Cavalier King Charles Spaniel,Manhattan,10128,1/2/2015,1/28/2016,2016
Max,M,2008,Shih Tzu,Manhattan,10037,1/2/2015,1/29/2016,2016
Looch,M,2014,Pit Bull,Manhattan,10002,1/2/2015,1/2/2016,2016
Dolce,F,2012,Saint Bernard,Staten Island,10312,1/2/2015,1/2/2016,2016
Unknown,F,2014,Unknown,Brooklyn,11209,1/2/2015,1/2/2016,2016
Cesar,M,2007,Papillon,Brooklyn,11224,1/2/2015,1/2/2016,2016
Name Not Provided,M,2014,Unknown,Queens,11377,1/2/2015,1/2/2016,2016
Unknown,M,2014,Labrador (or Crossbreed),Brooklyn,11209,1/2/2015,1/2/2016,2016
Jj,M,2014,Papillon,Manhattan,10003,1/2/2015,1/2/2016,2016
Unknown,M,2014,Australian Shepherd,Bronx,10468,1/2/2015,1/2/2016,2016
Milo,M,2014,Shih Tzu,Brooklyn,11210,1/2/2015,1/2/2016,2016
Lola,F,2013,Labrador (or Crossbreed),Manhattan,10009,1/2/2015,1/2/2016,2016
Louis,M,2013,Manchester Terrier,Manhattan,10009,1/2/2015,1/2/2016,2016
Mary,F,2014,Labrador (or Crossbreed),Queens,11369,1/2/2015,1/2/2016,2016
Name Not Provided,F,2014,Yorkshire Terrier,Queens,11358,1/2/2015,1/2/2016,2016
Sofie,F,2007,Unknown,Manhattan,10021,1/2/2015,1/10/2016,2016
Unknown,M,2014,Unknown,Brooklyn,11226,1/2/2015,1/2/2016,2016
Aries,M,2014,"Bull Dog, French",Staten Island,10309,1/2/2015,1/2/2016,2016
Wilson,M,2011,Yorkshire Terrier,Manhattan,10025,1/2/2015,1/2/2020,2016
Peanut,M,1999,"Poodle, Miniature",Manhattan,10023,1/2/2015,1/2/2016,2016
Name Not Provided,F,2014,Chihuahua,Queens,11358,1/2/2015,1/2/2016,2016
Lola,F,2014,German Shepherd Crossbreed,Manhattan,10031,1/2/2015,1/2/2016,2016
N/A,M,2014,"Poodle, Miniature",Manhattan,10014,1/2/2015,1/2/2016,2016
Bailey,M,2014,Labradoodle,Manhattan,10032,1/2/2015,1/2/2016,2016
Lily,F,2014,Pug,Queens,11103,1/2/2015,1/2/2016,2016
Fern,F,2014,Australian Silky Terrier,Brooklyn,11217,1/2/2015,1/2/2016,2016
Poochie,M,2009,Bull Terrier,Staten Island,10306,1/2/2015,1/2/2016,2016
Lola,F,2014,"Bull Dog, English",Manhattan,10022,1/2/2015,1/2/2016,2016
Pugsley,M,2011,Pug,Bronx,10473,1/2/2015,1/30/2016,2016
Toby,M,2001,Unknown,Manhattan,10028,1/2/2015,1/30/2016,2016
Spencer,M,2005,German Shepherd Dog,Queens,11102,1/2/2015,1/30/2016,2016
Sexy,F,2011,Unknown,Brooklyn,11205,1/2/2015,1/6/2016,2016
Peekaboo,F,2007,Unknown,Queens,11103,1/2/2015,1/9/2016,2016
Hunter,M,2014,Beagle,Bronx,10461,1/2/2015,1/2/2016,2016
Unknown,M,2014,Pug,Brooklyn,11209,1/2/2015,1/2/2016,2016
Callie,F,2002,Basset Hound,Manhattan,10019,1/2/2015,1/2/2016,2016
Unknown,F,2009,"Poodle, Miniature",Brooklyn,11209,1/2/2015,1/2/2016,2016
Name Not Provided,M,2014,Bichon Frise,Queens,11106,1/2/2015,1/2/2016,2016
Unknown,M,2011,Beagle Crossbreed,Brooklyn,11220,1/2/2015,1/2/2016,2016
Unknown,M,2014,Australian Silky Terrier,Manhattan,10010,1/2/2015,1/2/2016,2016
Roxy,F,2014,French Bulldog,Manhattan,10280,1/2/2015,1/2/2016,2016
Lucky,M,2014,Cocker Spaniel,Brooklyn,11238,1/2/2015,1/2/2016,2016
Lila,F,2002,Cocker Spaniel,Queens,11385,1/2/2015,1/2/2016,2016
Remo,M,2010,Beagle,Manhattan,10031,1/2/2015,1/5/2016,2016
Dumpling,M,2012,Collie Crossbreed,Manhattan,10033,1/2/2015,1/13/2016,2016
Norrsken,F,2014,German Shepherd Dog,Brooklyn,11237,1/3/2015,1/3/2016,2016
Oscar,M,2004,"Shar-Pei, Chinese",Brooklyn,11237,1/3/2015,1/3/2016,2016
Lucy,F,2014,Poodle,Manhattan,10025,1/3/2015,1/3/2020,2016
Ellie,F,2005,Collie Crossbreed,Manhattan,10003,1/3/2015,1/26/2016,2016
Qiuqiu,M,2013,Maltese,Bronx,10471,1/3/2015,1/13/2016,2016
Emi,F,2012,Australian Cattle Dog,Brooklyn,11215,1/3/2015,1/3/2016,2016
Ralph,M,2003,Jack Russell Terrier,Brooklyn,11221,1/3/2015,1/3/2018,2016
Porcupine,M,2014,Chihuahua,Bronx,10465,1/3/2015,1/3/2016,2016
Briana,F,2011,Staffordshire Bull Terrier,Brooklyn,11220,1/3/2015,1/3/2016,2016
Birdie,F,2013,French Bulldog,NA,11249,1/3/2015,1/3/2016,2016
Neptune,M,2013,Shih Tzu,Brooklyn,11238,1/3/2015,1/3/2016,2016
Princess,F,2014,Pit Bull,Queens,11368,1/3/2015,1/3/2016,2016
Healer,F,2013,Unknown,Manhattan,10018,1/3/2015,1/3/2016,2016
Ophelia,F,2011,Labrador (or Crossbreed),Manhattan,10027,1/3/2015,1/10/2016,2016
Nugget,M,2008,Unknown,Manhattan,10009,1/3/2015,1/10/2016,2016
Juliette,F,2014,Yorkshire Terrier,Brooklyn,11234,1/3/2015,1/3/2016,2016
Pluto,M,2012,Yorkshire Terrier,Bronx,10463,1/3/2015,1/3/2016,2016
Peanut,F,2014,Pit Bull,Brooklyn,11214,1/3/2015,1/3/2016,2016
Rocco,M,2001,Pug,Manhattan,10025,1/3/2015,1/3/2016,2016
Flip,M,2005,Shih Tzu,Brooklyn,11239,1/3/2015,1/3/2016,2016
Major,M,2014,Pit Bull,Manhattan,10025,1/3/2015,1/3/2016,2016
Max,M,2007,Shih Tzu,Staten Island,10312,1/3/2015,1/3/2016,2016
Stitch,M,2011,Unknown,Manhattan,10011,1/3/2015,1/5/2016,2016
Chewy,M,2009,Unknown,Staten Island,10308,1/3/2015,2/11/2016,2016
Gia,F,2013,Pit Bull,Brooklyn,11232,1/3/2015,1/3/2016,2016
Max,M,2014,Shiba Inu,Manhattan,10019,1/3/2015,1/3/2016,2016
